PartID,PartCode,PartName,Brand,Description
1,SPM-CAL-002,Burner Control for X122,Honeywell,EC 7890 B 1010
3,SPM-CAL-006,Ignition,Maxon,
5,SPM-CAL-008,"Burner Control for X121 ,X123",Siemens,LMV51.100C2
6,SPM-CAL-009,Burner Control,Honeywell,EC7890 B 1010
7,SPM-CAL-010,Sensor Cable,Turck,WKC8T-2/TEL
9,SPM-CLN-008,Chain,,25-1R
10,SPM-CLN-009,Chain Joint,,25-1R
11,SPM-CLN-010,Roller Joint,,25-1R
12,SPM-CLN-011,Chain,,35-1R
13,SPM-CLN-012,Chain Joint,,35-1
14,SPM-CLN-013,Roller Joint,,35-1
15,SPM-COM-007,Limit Switch,RJ,Z-15GW2-B
16,SPM-COM-004,Limit Switch,Tend,TZ-7310(D4MC)-5000
17,SPM-COM-021,Air Nocker,SMC,XT 316-30B
18,SPM-HEM-001,Fuse,FUGI,BLC 120-1 AC 550/120 A
19,SPM-HEM-085,Centrifugal Pump,EBARA,EBRA CDX 90/10
20,SPM-HVA-001,Emergency stop,ABB,1SFA619550R1071
21,SPM-MC4-029,Pick & place rubber gripper,,Pick & place rubber gripper
22,SPM-MC4-034,Seal solenoid valve,Netzsch,CPV14-VI-P 1/8-150
23,SPM-MC4-041,Connector,Harting,91A279R08
24,SPM-MC4-043,Connection Units,IFM,EVC004
25,SPM-MC4-044,Seal Kit,Festo,DFM-50-PAABE6
26,SPM-MC4-049,Power Supply 230V-27V,Kuka,KBR POWER SUPPLY KUKA
28,SPM-MC4-069,SIB-Standard Complete,Kuka,
31,SPM-MC4-083,Directional Control Valve,SMC,VG342R-5DZ-06F-X87
32,SPM-MC4-128,Gasket,,Style 2500 L280xW154 mm.
33,SPM-MC6-006,Photoelectric Proximity Switch,Sick,WT18-3P431
34,SPM-MC6-025,Laser Displacement,IFM,01D105 01DLF3KG
35,SPM-MC6-026,LED Light Source,V.Light,TX2-D190X19-R3-R-24V
36,SPM-MC6-027,Light Source Control,V.Light,Power
37,SPM-MC6-030,Photo Sensor (Receiver),Sick,WE100L-F2132
38,SPM-MC6-060,Fitting & Pipe Set L62,Chanaseel,SUS 304
39,LEGACY-3529C0A82583,Bladder,,118.4/10 mm.
40,LEGACY-A56E3AC5A577,Ring Clamp,,"118.4/5 mm./MC6,MC4"
41,LEGACY-BB5075DBB9EA,Ring Clamp,,"118.4/10 mm./MC6,MC4"
42,LEGACY-3675CE2535E3,Ring Clamp,,93/5 mm.
43,SPM-RHK-041,Pneumatic Vibrator,,GT10
44,SPM-RHK-042,Fotek Proximity Switch,,PS-05N
45,SPM-RHK-043,Solenoid Valve,SMC,VT307V-5D1-01
46,SPM-COM-064,Viper Sounder,,VPR-MT32-230
47,SPM-HEM-099,Milling Hub 20L,P General,20L (Z-118)
48,SPM-MC4-144,Gas Solenoid Valve,Valvario,VAS1-R/NW 88007474
49,SPM-MC4-145,Digital Output Module,Siemens,ET 200SP
50,SPM-MC4-146,Power Supply PLC,Siemens,S7-1500
51,SPM-MC4-147,Guid Unit,Festo,FENG-50-300-KF
52,SPM-SCR-039,Motor Blow,Elektror,"HRD 2T FU-95/2,2"
53,SPM-MCY-128,Micro Mist Separator,SMC,AMH550C-F-10BD-T
54,SPM-MCY-129,Seal Kit,SMC,CY3B25-PS
55,SPM-WAS-026,Solenoid-Driven Metering Pump,TACMINA,PZ-30-VTCF-4X9PVC-W-S-JPL
56,SPM-WAS-027,Power Supply,,PS2494-YE
57,SPM-RHK-046,Shaft for Empty Station Shutter Door,,
58,SPM-RHK-044,Air Cylinder,SMC,CDBA2B50-250-HL-XC4
59,SPM-MC4-152,Flame Monitor,DURAG,AAL 75 P0D
60,SPM-MC6-162,Weighing Module,,7MH4900-2AA01
61,SPM-MC6-163,Power cable,,6FX5002-5CA41
62,SPM-RHK-048,Bearing Housing รอ Flage delete,,UCFL204
63,SPM-MCY-139,Needle Roller Bearing RNA6902R,NTN,RNA6902R
64,SPM-MCY-140,Linear Bushing LMF20UU,THK,LMF20UU
65,SPM-CAL-025,Gas Regulator FMF301510003AD,Pietro Fiorentini,FMF301510003AD
66,SPM-MC6-168,Double Motor Module,,6AU1425-0AA00-0AA0
67,SPM-MC6-169,Double Motor Module,,6SL3130-6AE21-0AB1
68,SPM-CLN-017,Chain,,25-1R
69,SPM-CLN-018,Chain,,35-1R
70,SPM-MC6-170,LED Light Source,V.Light,TX2-D190X19-R3-R-24V
71,SPM-SCR-032,Gas Train,,MB-ZRDLE 407 B01 S20
72,LEGACY-C729521311C7,Ring Clamp,,83/3 mm.
73,LEGACY-59C7569293E6,Bladder,,Free Size/All
74,LEGACY-53585E3676F8,Bladder,,118.4/5 mm.
75,SPM-NAU-005,Indicator Weight Scale,Precia Molen,X-112-B
76,SPM-NAU-007,Rotary Joint,Deubltn,Union 1/2 BSPRH (V201-0202-07-010)
77,SPM-NAU-008,Rotary Joint,Deubltn,Union 3/8 BSPRH (V201-0101-02-032
78,SPM-NAU-013,Oil Seal 35x52x7,,TC 35x52x7
79,SPM-PRE-001,Gasket,0,310x66x3
80,SPM-PRE-002,ER310-01Parect Electronic Regulator,CKD,ER310-010-B
81,SPM-PRE-003,Ministry Wiring Block Manifold,CKD,MN4TB210-H10-LT30-5-3
82,SPM-PRE-004,Fuse cap,-,PA 100
83,SPM-PRE-005,Fuse base,-,AFA 100
84,SPM-PRE-013,Temp Control,Omron,E5CN-C2MT-500
85,SPM-PRE-025,Photoelectric sensor,Omron,E3FA-RP21
86,SPM-PRE-026,Power supply,,RPLD 0060
87,SPM-PRE-028,Pressure Control,,1PDK230632S00042846
88,SPM-PRE-029,Transformer,Fida,TRS820P/11
89,SPM-PRE-033,Digital Controller,Omron,E5CC-RW2AUM-000
90,SPM-PRE-034,Connecting socket,Omron,P2CF-11
91,SPM-PRE-035,Magnetic Contactor,Mitsubishi,S-T25 200-240V
92,SPM-PRE-036,Fire Check Burners,Riello,E19AA8B0
93,SPM-RHK-002,Cylinder,SMC,CDQ2B40R-50DMZ-M9BVAVL-XC6
94,SPM-RHK-008,Inductive Sensor PNP,RS Componance,208-184
95,SPM-SCB-002,Flow switch,Sika,VHS06M25171R21
96,SPM-SCD-005,Power supply 24VDC,ABB,SM16257932
97,SPM-SCD-006,Digital Input 24VCD,ABB,SE16250004
98,SPM-SCD-007,Digital Input,ABB,SC13271356
99,SPM-SCD-008,Digital Input 10VCD,ABB,SI16291197
100,SPM-SCD-001,Digital input 24VDC,ABB,SE162102PE
101,SPM-SCD-002,Power Supply,ABB,SM16265963
102,SPM-SCD-003,Compact MTU module,ABB,SX16250652
103,SPM-SCR-020,Pressure Indicator,SMC,PMC51-RFE3/1A6
104,SPM-WAS-006,Inverter,Fuji,FRN2.2E1S-4A
105,SPM-WAS-007,Inverter,Fuji,FRN0.75E1S-4A
106,SPM-WAS-012,Pressure Switch,,25 Bar
107,SPM-OXI-002,Heater brake alarm,PRIMUS,PM CM-005
108,SPM-RHK-036,Cylinder,SMC,MGPM25-20Z-M9BWLS-XC4W
109,SPM-RHK-037,Cylinder,SMC,MGPM16-50Z
110,SPM-RHK-038,Cylinder,SMC,MGPM25-50Z-M9BWL-XC4
111,SPM-RHK-039,Cylinder,SMC,MGQM32-50-M9BWL
112,SPM-RHK-040,Cylinder,SMC,MGPM40-125Z-M9BWL
113,SPM-COM-055,Power Supply,Dell,XU100116-12004
114,SPM-SCD-009,Profibus-DP/V1,ABB,CI854AK01
115,SPM-SCD-010,Digital Input,ABB,DI 818
116,SPM-SCD-011,Digital Output,ABB,DO 818
117,SPM-SCD-012,Analog Input,ABB,AI810
118,SPM-SCD-013,scription AO810V2 Analog Output,ABB,AO810V2
119,SPM-SCD-014,SB822 Rechargeable Battery,ABB,SB822
120,SPM-SCD-015,Modulebus Cluster,ABB,TB840A
121,SPM-SCD-016,Compact MTU,ABB,TU818
122,SPM-CHI-007,Flow sensor thermal DISP,AIRCO LIMITED,SWT03335
123,SPM-CHI-008,Flow sensor control,AIRCO LIMITED,CNT05639
124,SPM-CHI-009,Water flow switch sensor,AIRCO LIMITED,SEN01674
125,SPM-CHI-010,Clamp adaptor D10,AIRCO LIMITED,"FGT01145 1/2"""
126,SPM-CHI-011,Portable cable,AIRCO LIMITED,"CON01379 1/2"""
127,SPM-CHI-012,Dual relay output,AIRCO LIMITED,X13650733070
128,SPM-CHI-006,Expansion Valve,AIRCO LIMITED,"1 1/8"" x5/8"" M12 Input"
129,SPM-CHI-002,Temperature Sensor,Trane,X13651507030
130,SPM-CHI-004,Step Motor Expansion Valve,Parker,SERI-J M12 LESS CABLE
131,SPM-COM-043,Quick connector,Amko Tech,"Cupla 8P-A 1"""
132,SPM-COM-044,Quick connector,Amko Tech,"Cupla 8S-A 1"""
133,SPM-MC4-053,Coupling,Amko Tech,GR38
134,SPM-SCB-003,Magnehelic,Amko Tech,W46AB SW
135,SPM-SCB-004,Pressure gauge,Amko Tech,W081 S/N 6374806
136,SPM-SCB-005,Pressure Gauge,Amko Tech,0000170327RS
137,SPM-SCB-001,Pressure gauge,Amko Tech,C161100629
138,SPM-MC6-086,Ball Screw shaft,Aero Group,25x5Rx3-4 (T9) L = 460 mm.
139,SPM-MC6-076,Single Nut With Flange,Rexroth,MNR-R151221013
140,SPM-MC6-033,Single Nut With Flange,Rexroth,MNR-R150221085
141,SPM-MC6-142,Computer,Delta,HMI Computer
142,SPM-MC6-137,Computer,Dell,HMI Computer
143,SPM-COB-078,Mini Computer,Asia Tech Solution,GT4500-I5-8th
144,SPM-SCR-040,Optical filters 2072345,SICK,Referance filter swivel segment
145,SPM-SCR-041,Reflextors and mirrors 2072339,SICK,Zero-Point reflextor swivel segment
146,SPM-SCR-042,Emitter 2082776,SICK,UV Emitter Module
147,SPM-SCR-043,Reflextors and mirrors 2072325,SICK,"Divider mirror ""Referance-4Quadrant"
148,SPM-SCR-044,Reflextors and mirrors 2072336,SICK,Main beam splitter
149,SPM-SCR-053,Drying Agent Cartridge 2010549,Sick GM32,2010549
150,SPM-CHI-013,Thermometer,WISE,T190 Stem Lenge 370 mm.
151,SPM-CHI-014,Thermometer,WISE,T190 Stem Lenge 400 mm.
152,SPM-PRE-074,Safety Relay,EUCHNER,CES-AZ-AES-04B(104780)
153,SPM-PRE-045,Safety Switch,Automation Control,CET1-AX-LRA-00-50X-SC
154,SPM-PRE-046,Actuator Safety Switch,Automation Control,CET-A-BWK-50X
155,SPM-MC6-166,Safety Switch Unicode MGB-L2-ARA-BM5A1-S,EUCHNER,MGB-L2-ARA-BM5A1-S1-R-121179
156,SPM-MC6-167,Escape Release MGB-E-A-100465,EUCHNER,MGB-E-A-100465
157,SPM-MC4-122,Han 10B-ASG-LB-16,Automation Control,9300101251
158,SPM-MC4-123,Han Modular,Automation Control,9140009908
159,SPM-MC4-124,Han Modular,Automation Control,9140009909
160,SPM-MC4-125,Han 5 MOD STI-ES 16A,Automation Control,9140052616
161,SPM-MC4-126,Gasket t2 mm.,Automation Control,9140052716
162,SPM-COM-040,Temperature Control,Automation Control,P6100-2111-002-10
163,SPM-CAL-017,Inductive Sensor,Automation Control,NI12U-EM18-AP6X-H1141
164,SPM-CAL-018,Connection Cable,Automation Control,RKC4T-2/TEL
165,SPM-CAL-019,Safety Bolt,EUCHNER,Ident.-Nr. 123653 CTP-AC-123653
166,SPM-MC6-020,Manual Switch,Euchner,ZSA2B4S05A
167,SPM-MC6-007,Handle Module,Euchner,MGB-H-AA1A1-R-100464
168,SPM-COM-041,Capacitive Switch,Euchner,CHT3-F7XB-64/TG-SR
169,SPM-RHK-026,Fuse,,CR6L-30
170,SPM-RHK-027,Fuse,,250FM 250A 690V
171,SPM-RHK-028,Magnetic Contactor,,SC-N3
172,SPM-COM-058,Fuse Link,Gunkul,27KV 80A Type K
173,SPM-RHK-050,Overload Relay,FUJI,TR-ON/3 (0.1-0.15A)
174,SPM-TRN-028,Ultra-Thin Picking Sensor,PANASONIC,NA1-5-PN
175,SPM-TRN-029,Photo Sensor,OIMRON,E3JK-RR12-C 2M
176,SPM-TRN-030,Reflector,OIMRON,E39-R1
177,SPM-TRN-020,Miniature Power Relay,Banfaifa,MY2N-GS-R
178,SPM-COM-100,Pressure Transmitter,IFM,PA3029
179,SPM-STO-002,Inverter,Hoffman Muller,HM-G8A44P0B
180,SPM-COM-084,Power Supply,Omron,S8FS-C05024 50W 24V 2.2A
181,SPM-PRE-068,Fuse,SIEMENS,3NA3812 32A SIEMENS
182,SPM-COM-089,Fuse,BUSSMANN,10x38mm. 4A 500VAC gG C10G4
183,SPM-COM-090,Fuse,BUSSMANN,22x58mm. 50A 690V gG C22G50
184,SPM-COM-091,Fuse,SIEMENS,NH-00 3NA3805 16A 500V gL-gG
185,SPM-COM-092,Fuse,SIEMENS,NH-00 3NA3836 160A 500V gL gG
186,SPM-COM-093,Fuse,SIEMENS,NH-000 3NA3822 63A 500V gL-gG
187,SPM-MC4-050,Head lock clamp,Blind,-
188,SPM-MC4-051,Jaw clamp,Blind,-
189,SPM-MC4-052,Set screw load cell,Blind,-
190,SPM-MC4-021,Springs,Blind,UBB8-15
191,SPM-MC4-022,Fastening,Blind,SSHTI-ST-M12-12
192,SPM-MC4-011,"Quick release fastener 9""",Blind,"Quick release fastener 9"""
193,SPM-MC4-181,Bladder Cannon KO Seal,Blind,042.010.00.00.217
194,SPM-MC4-182,Additional Clmap Holder,Blind,042.010.03.90.050
195,SPM-MC4-183,Rubber Insert Ø93,Blind,048.002.03.83.001
196,SPM-MC4-178,Harting Plug Male,HARTING,Station 4+16
197,SPM-MC4-179,Harting Plug Female,HARTING,Station 4+16
198,SPM-MC6-001,Lead Switch,Schunk,MMS22-SPM8
199,SPM-MC6-052,Cylinder,Festo,SCHUNK SRU+40-W-180-3-M
200,SPM-COM-063,Adaptor for IDS-701,,WTA12-0901200-G
201,SPM-COM-051,Adaptor,,IVP0900-1000
202,SPM-COM-038,Adapter for A & D,Burapa Science,TB-249 12V
203,SPM-COM-039,Adapter for A & D,Burapa Science,TB-249 9V
204,SPM-COM-054,Weight Monitoring,Jadever,JIK-6CAB
205,SPM-COM-009,Load Cell 500kg.(7 wire),Burapa Science,IDS608-500K
206,SPM-COM-011,Load Cell 1000kg.(7 wire),SDS,IDS608-1T
207,SPM-COM-013,Load Cell 15kg.(4 wire),Tedea-Huntleigh,1022-15K
208,SPM-COM-001,Load Cell 300kg.(5 wire),Precia Molen,11153832 C 3m
209,SPM-COM-002,Load Cell 300kg.(7 wire),Precia Molen,1394810 (16)
210,SPM-COM-003,Load Cell 500kg.(5 wire),SDS,IDS608-500K
211,SPM-COM-022,Load Cell 2267kg.(5 wire),SDS,IDS608-5KLB
212,SPM-COM-023,Load Cell 3000kg.(5 wire),SDS,IDS608-3T
213,SPM-COM-099,Adjust Feet,IDS,IDS608
214,SPM-COB-080,Precision Balances,AND,GF6002A
215,SPM-COB-075,Rubber for Weight Balance,-,
216,SPM-COB-040,AC Adaptor 220V,AND,AX-TB249E
217,SPM-COM-031,"Diaphragm Pump 1"" ARO",Aro,PD10P-YPS-PTT
218,SPM-NAU-019,Diaphragm Pump,Aro,"PD03P-ARS-PTT  3/8"" ARO"
219,SPM-MC6-043,Parallel Gripper Stroke 50.8 mm.,Destaco,DPW-375M-2
220,SPM-MC6-044,Sensor,Destaco,OISN-014
221,SPM-MC6-045,"Sensor MTNG KIT,DPW-375(M)-1 & -375(M)-1",Destaco,OSMK-117
222,SPM-MC6-046,Quick Disconnect 5 Meter Cable Length,Destaco,CABL-013
223,SPM-MC6-173,"Seal Kit,DPW-375",Cerathai,SLKT-340
224,SPM-MC6-119,"Seal Kit,DPW-375",Cerathai,SLKT-339
225,SPM-MC6-121,"Seal Kit,DPW-375",Cerathai,SLKT-340
226,SPM-MC6-101,Hood seal,Chan Steel,Urethane
227,SPM-MC6-102,Upper Hood seal,Chan Steel,OD278xID238xt25
228,SPM-MC6-103,Lower Hood seal,Chan Steel,OD270xID230xt25
229,SPM-MC6-106,Gusset,Chansteel,t65 x 65 x 100mm.
230,SPM-MC6-066,Gripper,Chansteel,T20 x 60 x 118 mm.
231,SPM-MC6-067,Urethane Gripper,Chansteel,T15 x 60 x 60 mm.
232,SPM-MCY-053,O-Ring,Chan Steel,O-Ring Station 3
233,SPM-PRE-078,Conveyor Bush,Chan Steel,SUS304
234,SPM-MCY-173,Un-Jump Plate,Chan Steel,750170
235,SPM-MCY-169,16CH Relay Interface Module,Delta,UB-10-OR16A
236,SPM-MC6-185,Robot Gripper Bush,Chan Steel,-
237,SPM-RHK-055,Slide Pop-Up Assembly,Chan Steel,-
238,SPM-DIS-011,Shuter Seal,Chan Steel,Dia 285x255x15 mm
239,SPM-MCY-164,Oval Block,Chan Steel,Size 20x22 mm.
240,SPM-MCY-166,Filling Pump,Chan Steel,G1WGD 300-2600 ml.
241,SPM-MCY-167,Filling Head,Chan Steel,G1WGD 300-2600 ml.
242,SPM-CLN-021,Roller Guide for Clean Skin 4,Chan Steel,Rolls R54
243,SPM-CLN-022,Roller Guide for Clean Skin 2,Chan Steel,Rolls R129
244,SPM-CLN-023,Nozzle for Clean Skin,Chan Steel,PNZRF1-3-50
245,SPM-RHK-049,AC Motor Roller,Chan Steel,MR-Q3-38-420-3AB-AOT975
246,SPM-MC6-138,Urethane Gripper Pick & Place,Chan Steel,60x90x15 50Shore A
247,SPM-PRE-057,Sleeve Coupling,Chan Steel,MT-70
248,SPM-HEM-093,End plate 4L,Chan Steel,Z-116
249,SPM-RHK-031,Spring,Chan Steel,OD49 x Rod3 x L116mm.
250,SPM-MC4-140,Joint,Chan Steel,M20xL129
251,SPM-RHK-005,Brush,Chan Steel,105 x 120 mm.
252,SPM-MCY-144,Liquid Packing,,SL-02 300-2600ml.
253,SPM-MCY-145,Calipper Brake,Chan Steel,0.7 Mpa
254,SPM-HEM-109,Headon pump,Chan Steel,RO 100 GPD Pump
255,SPM-MC6-174,Nozzle for Bladder,Chan Steel,L 105 mm.
256,SPM-MCY-146,Nozzle With Bracket,Chan Steel,L 28.5
257,SPM-MCY-147,Bracket for Nozzle,Chan Steel,-
258,SPM-MCY-148,Lower Coating Seal,Chan Steel,Dia42 L60 Gap3 mm.
259,SPM-MCY-149,Lower Coating Seal,Chan Steel,Dia42 L60 Gap5 mm.
260,SPM-MC6-175,Unload V-Block,Chan Steel,Urethane 50 Shore.A
261,SPM-MCY-151,Ball Valve Three -way,Chan Steel,300-2600 ml
262,SPM-MC4-157,Unload Gripper,,Set of Unload Gripper
263,SPM-MCY-138,Suction Cup Rod M10x1.25,Chan Steel,for SMC
264,SPM-MCY-135,Suction Cup Rod M10x1.00,Chan Steel,for China
265,SPM-MCY-136,Lifter Pin,Chan Steel,-
266,SPM-MC4-133,Weighing Station Base Plate,Chan Steel,DWG.042.010.01.32.016
267,SPM-MC4-134,Weighing Station Bar,Chan Steel,DWG.042.010.01.32.017
268,SPM-MC4-127,Gasket t2 mm.,Chan Steel,ID15.5mm.xOD19.9mm.xT2mm.
269,SPM-MC4-116,Blast Gate Support,Chan Steel,83x235x35 mm.
270,SPM-MC6-065,Plate Chuck,Chansteel,T15 x 245 x 110 mm.
271,SPM-HEM-004,Disc Spacer P4,Chan Steel,Ø 4
272,SPM-CLN-014,Oriental Motor,Chan Steel,USM560-502W-1
273,SPM-CLN-001,Straight Bevel,Chan Steel,M1.5 x 18PT 20PA ID 15mm.
274,SPM-CLN-005,Speed Control Unit,Oriental Motor,UPS560-2E2
275,SPM-CLN-007,Clean Skin Roller Driven kit,Chansteel,
276,SPM-HEM-021,Cap for Shaft,Chan Steel,OD55xID45xH30
277,SPM-HEM-022,Mechanical STL Bush (L40),Chan Steel,ID45 x OD55 x L40
278,SPM-HEM-023,Mechanical STL Bush (L70),Chan Steel,ID45 x OD55 x L70
279,SPM-PRE-066,Shaft,Chansteel,SCM440 Dia59.9xL371.10mm.
280,SPM-PRE-077,Conveyor Pin,Chansteel,OD9.9mm x 48 mm
281,SPM-MC4-143,Motor actuator control valve,Chimpf (Blind),01-15/30 N
282,SPM-PRE-032,Cylinder,CKD,CMK2-TB-40-75
283,SPM-PRE-037,Solenoid Valve,CKD,4KB210-08-L
284,SPM-PRE-042,Switch (SW TOH),CKD,SW TOH
285,SPM-PRE-043,Switch (SW RO),CKD,SW RO
286,SPM-PRE-019,Seal Kit,CKD,STS-50K
287,SPM-PRE-020,Coupling,CKD,No.70
288,SPM-PRE-021,Coupling,CKD,No.170
289,SPM-COB-042,Pressure Regulator,CKD,PPD3-R10N-6B
290,SPM-COB-043,Regulator,CKD,W4000-15W-R1
291,SPM-COB-033,Solenoid Valve,CKD,ADK11-20A-02H-DC24V
292,SPM-RHK-004,Solenoid Valve,CKD,PDV3-20A-F4A-AC220V
293,SPM-PRE-076,Air Cylinder,,STL-B-63-400
294,SPM-COB-004,Stopper Cylinder,CKD,STK-M-32-15
295,SPM-COB-009,Digital Pressure Sensor,SUNK,DP2-20
296,SPM-COB-010,Cylinder,SMC,CY3B25-250-XB9
297,SPM-INK-001,Print Engine,Code Master,128CH 200DPI
298,SPM-SCR-045,Ignition electrode,Honetwell,"Kinemax 3""-4"""
299,SPM-SCR-046,Ignition cable 1500mm Cu (118148),,Ignition cable 1500mm Cu (118148)
300,SPM-SCR-047,Ignition Transformer,,DEZ100
301,SPM-SCR-048,Flange,,Rp 1
302,SPM-SCR-049,Textile Compensator,,"DN500, 450°C, R1 to R3"
303,SPM-SCR-050,Gas Governor,Dungs,FRS 510
304,SPM-SCR-051,Spring,,"7 sw, 60-110mbar, Rp 1"
305,SPM-SCR-052,Adjustable Spring,,"30-70mbar, Rp 1"
306,SPM-MCY-099,AC Servo Motor (Delta),Delta,ECMA-EA 1310RS
307,SPM-MC6-057,Load Limit,Destaco,ULS 100-300
308,SPM-MC6-023,Load Limiter,Destarco,ULS-125-VF
309,SPM-MC4-045,Gripper robot infeed,Destarco,
310,SPM-COP-004,Auto drain kit,Domminich Hunter,EF1
311,SPM-COP-005,Pressure Transmitter,Endress Huaser,AA21JA1CGJGMJA+AAJA
312,SPM-DIS-002,Topwork valve controller,Topworx,TVL-M2WGNPM
313,SPM-DIS-003,Butterfy valve,Sealed Air,"d110DN100 4"""
314,SPM-COM-045,Power supply,,6EP1436-3BA00
315,SPM-COM-005,Solenoid Assy,SMC,SF4-5DZ-80-Q
316,SPM-COM-006,Limit Switch,Omron,HL-5030
317,SPM-CHI-001,Wire Harness Branching Male-Female,Trane,CAB01146
318,SPM-CLN-015,Speed Control Motor,,USP590-2E2
319,SPM-CHI-005,Temperature Sensor,Trane,X13650726100
320,SPM-CHI-003,Electronic Expansion Valve (EXV),Trane,X13650736130
321,SPM-MC4-054,Efector 190,IFM,DTE101
322,SPM-MC4-048,Power Supply 3x400,JKA K,Stromversorgung 27V/40A
323,SPM-MC4-057,Encoder Burnner,Novotechnik,SP2831-308-000-001-019521
324,SPM-MC4-039,Servo motor,Siemens,1FK7032-2AK71-1RH1
325,SPM-MC4-040,Servo motor,Siemens,1FK7044-4CF71-1CH1
326,SPM-MC4-033,Cylender,Festo,ADN-40-60-I-PPS-A
327,SPM-MC4-066,Support Sensor,Festo,SL-DSM-B
328,SPM-MC4-067,Set of Wearing Parts,Festo,DNC-40-PPV-A
329,SPM-MC4-059,Smart Light Grids,Sick,SAR4-S028N3PS1T00
330,SPM-RHK-003,Fuse,Mersen,DN00UB69V200L
331,SPM-RHK-011,Standard Mounting Bracket,Keyence,PZ-B61
332,SPM-SCR-022,Damper,Siemens,
333,SPM-SCD-004,Relay,Phaenix,PLC-RSC-24DC/21
334,SPM-PRE-022,Safety relay,Pilz,PNOZ X3 24VAC
335,SPM-PRE-053,Servo Motor,Siemens,SQM45.295A9
336,SPM-MC6-133,Connect Cable Area Sensor,,GL-RP5PS
337,SPM-MC6-078,Handle Module,Euchner,MGB-H-AA1A1-L-100619
338,SPM-MC6-107,Connecting Cable,Festo,NEBU-M8W3-K-5-LE3
339,SPM-MC6-108,Air Filter,SMC,AF30-03D-A
340,SPM-MC6-109,Filter Regulator,SMC,AW20-02BG-A
341,SPM-MC6-110,T Coupler M12 Male,Murr Elektronik,7000-41201-0000000
342,SPM-MC6-105,Simitic Net,Siemens,CP343
343,SPM-MC6-124,Photoelectric Switch,Micro Detector,QMRL/OP-OF
344,SPM-MC6-083,Festo sub-base,Festo,EF542223 (VMPA-FB-AP-P1)
345,SPM-MC6-084,Elastomer coupling,FESTO,R+W
346,SPM-MC6-097,Safety Switch Unicode,Euchner,MGB-L2-ARA-BM3A1-M-R-121222
347,SPM-MC6-098,Control Unit,Siemens,6SL3040-0MA00-0AA1
348,SPM-MC6-099,Fillter Regulators,Festo,MS6-LFR-1/2-D6-C-R-V-AD7-AS
349,SPM-MC6-087,Double Motor Module,Siemens,6SL3120-2TE13-0AA4
350,SPM-MC6-088,Silencer,SMC,AN900-20
351,SPM-MC6-089,Vacuum pump,Coax,P6010
352,SPM-MC4-129,"Actuator 10""",Ebro Valve,SBU-AD-M208-K211-M01
353,SPM-MC4-036,Temp sensor,Endress Huaser,TMR31-A11ABBC1AAA
354,SPM-MC4-132,Temp Sensor,Endress+Hauser,TMR31-A1ECACAC1AAA
355,SPM-CAL-028,Process Transmitter RMA42,Endress+Hauser,RMA42-1009/0
356,SPM-CAL-031,Temp Transmitter,Endress+Hauser,TMT82-AAA1AD2TKTKA2+LA
357,SPM-MC6-112,Fuse Robot Fanucth,Fanuc,A60L-0001-0290/LM50C
358,SPM-MC6-113,Fuse Robot Fanucth,Fanuc,A60L-0001-0450/8RO
359,SPM-MC6-114,Fuse Robot Fanucth,Fanuc,A60L-0001-00046/1.0
360,SPM-MC6-115,Fuse Robot Fanucth,Fanuc,A60L-0001-0175/0.5A
361,SPM-MC6-116,Fuse Robot Fanucth,Fanuc,A60L-0001-0290/LM32C
362,SPM-MC6-118,Solenoid Valve,Festo,VMPA1-M1H-E-PI
363,SPM-MC6-135,Bus node,Festo,CPX-FB13
364,SPM-MC6-136,ON/OFF Valve,Festo,MS6-EM1-1/2-S
365,SPM-MC6-090,Pressure regulator,Festo,VPPM-6TA-L-1-F-0L6H-S1
366,SPM-MC6-091,Router,Helmholz,700-873-WAN02
367,SPM-MC6-094,DROSSEL.R.VENT,Festo,GRLA-1/4-B
368,SPM-MC6-095,Piloted Check Valve,Festo,HGL-1/4-B
369,SPM-MC6-096,Rubber Support,Misumi,AEXMF-D15-L10-V4
370,SPM-MC6-100,M8 Female 0 With Cable,Murr Elektronik,AWG 24
371,SPM-MC6-085,Rail guide,FESTO,AWMU-30-750
372,SPM-MC6-125,Photoelectric Switch,Micro Detector,QMRHD/OP-OF
373,SPM-MC6-126,Interlinking Block,Festo,CPX-GE-EV-S-7/8-5 POL
374,SPM-MC6-127,Power Supply Socket,Festo,NECU-G78G5-C2
375,SPM-MC6-128,Drossel.R.Vent,Festo,GRLA-1/4-S-6-D
376,SPM-MC6-129,Cylinder,Festo,DSBC-40-500-PPVA-N3 (1376667)
377,SPM-MC6-130,Cylinder,Festo,DSBC-40-500-C-PPVA (1461995)
378,SPM-MC6-131,Bus Node,Festo,CPX-FB13 (195740)
379,SPM-MC6-111,Block Gate,FESTO,Using for Holding Bladder
380,SPM-MC6-079,Lead Switch,Festo,SMT-8M-A-24V
381,SPM-MC6-080,"Diaphragm kit 1""",Brando,DB018/G
382,SPM-MC6-081,"Diaphragm kit 1.1/2""",Brando,DB114/C
383,SPM-MC6-082,"Diaphragm kit 2""",Brando,DB116/C
384,SPM-MC6-073,Solenoid Valve,Festo,VMPA1-M1H-J-PI 533343
385,SPM-MC6-074,Solenoid Valve,Festo,VMPA2-M1H-J-PI
386,SPM-MC6-075,Solenoid Valve,Festo,VMPA2-M1H-E-PI
